Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference,Sig Strikes Absorbed per Minute,Takedowns Faced per Minute,Takedowns Suffered per Minute
Paulo Costa,LHW,2,20,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.15,5.90,0.08,0.08,0.00,0.48,1.81,-0.17,-0.01,-0.02,6.03,0.22,0.05
Luke Rockhold,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.20,3.40,0.27,0.07,0.00,-4.96,-0.60,-0.01,-0.04,-0.02,4.87,0.13,0.13
Jose Aldo ,BW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10.50,5.07,0.53,0.00,0.00,-0.41,0.79,0.24,-0.10,-0.03,4.40,0.00,0.00
Harry Hunsucker,HW,3,1.26,0,3,0,0,0,3,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,5.02,2.38,0.26,0.00,0.00,-5.06,-1.71,0.08,-0.07,-0.02,6.61,0.00,0.00
Leonardo Santos,LW,3,12.11,0,3,0,1,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0.33,0.67,8.06,2.95,0.14,0.03,0.03,-2.35,-1.14,-0.17,-0.08,0.01,4.95,0.55,0.08
Sean Woodson,FW,3,11.5,2,1,1,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,13.94,4.73,0.00,0.00,0.03,2.88,0.39,-0.26,-0.10,0.01,4.09,0.72,0.09
Luis Saldana,FW,4,15,2,2,2,1,0,0,0,0,1,0,0,0,0.5,0,0,0,10.22,4.80,0.28,0.05,0.02,-0.85,0.47,0.02,-0.05,0.00,4.08,0.15,0.08
Ange Loosa,WW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,19.00,7.23,0.20,0.07,0.00,8.27,2.92,-0.04,-0.02,-0.02,7.60,0.20,0.00
Francisco Figueiredo,FLW,4,8.97,2,2,1,1,0,0,1,1,0.5,0,0.5,0.5,0.5,0,0.5,0.5,4.41,2.04,0.22,0.17,0.00,-5.20,-1.57,-0.06,0.06,-0.03,2.59,0.59,0.14
Aoriqileng,FLW,4,11.95,2,2,1,2,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,14.18,6.07,0.23,0.11,0.02,4.58,2.46,-0.05,0.00,-0.01,7.18,0.38,0.17
Dominick Cruz,BW,3,15.76,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,16.16,6.01,0.53,0.11,0.00,5.25,1.73,0.24,0.01,-0.03,4.42,0.06,0.00
David Onama,LW,4,11.9,2,2,0,2,1,0,1,0,0,0.5,0.5,1,1,0,0,0,11.78,4.75,0.32,0.06,0.04,1.37,0.66,0.01,-0.05,0.02,5.15,0.42,0.23
Devin Clark,HW,2,12.33,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,9.05,1.95,0.20,0.08,0.04,-1.03,-2.15,0.02,0.01,0.02,4.06,0.08,0.04
Martin Buday,HW,2,13.32,2,0,2,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.52,4.58,0.00,0.00,0.04,3.44,0.49,-0.18,-0.07,0.02,5.29,0.00,0.00
Gabriel Benitez,FW,2,8.61,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,11.38,5.46,0.12,0.06,0.06,0.32,1.13,-0.15,-0.04,0.04,7.09,0.41,0.17
Charlie Ontiveros,LW,2,5.2,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.56,2.79,0.00,0.00,0.19,-1.85,-1.30,-0.30,-0.11,0.17,6.83,0.67,0.38
Jason Witt,WW,4,6.17,1,3,1,0,0,3,0,0,1,0,0,0,0,1,0,1,6.69,1.95,1.10,0.53,0.04,-4.04,-2.37,0.85,0.44,0.02,2.59,0.04,0.00
Josh Quinlan,WW,1,2.15,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,5.58,1.40,0.00,0.00,0.47,-5.15,-2.92,-0.24,-0.09,0.44,0.47,0.93,0.47
Youssef Zalal,FW,3,15,0,3,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0,0,0,8.02,2.84,0.60,0.13,0.00,-3.04,-1.49,0.34,0.03,-0.02,2.40,0.18,0.07
Thiago Santos,LHW,4,20.63,1,3,1,2,0,1,0,0,1,0,0,0,0.67,0.33,0,0.33,5.72,2.50,0.27,0.07,0.01,-3.95,-1.60,0.02,-0.01,-0.01,3.04,0.05,0.01
Vicente Luque,WW,4,8.34,2,2,0,1,0,1,2,0,0,0,1,1,0.5,0.5,0,0.5,14.03,6.38,0.00,0.00,0.00,3.30,2.07,-0.24,-0.09,-0.02,6.08,0.45,0.21
Mohammed Usman,HW,1,5.6,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.32,2.14,0.18,0.00,0.18,-2.76,-1.95,0.00,-0.07,0.16,5.71,0.00,0.00
Zac Pauga,HW,1,5.6,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,9.11,5.71,0.00,0.00,0.00,-0.97,1.62,-0.18,-0.07,-0.02,2.14,0.18,0.00
Sam Alvey,MW,4,7.8,0,4,0,1,0,1,0,2,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.25,0.25,0.5,0.75,10.09,3.97,0.03,0.00,0.00,-0.07,-0.03,-0.25,-0.11,-0.02,6.02,0.32,0.06
Takashi Sato,WW,2,7.87,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,2.67,0.70,0.00,0.00,0.00,-8.06,-3.61,-0.24,-0.09,-0.02,3.24,0.19,0.19
Kai Kara-France,FLW,4,9.46,3,1,1,0,2,1,0,0,0.33,0.67,0,0.67,0,1,0,1,9.01,3.70,0.08,0.03,0.08,-0.60,0.09,-0.21,-0.08,0.05,2.64,0.50,0.08
Alexandre Pantoja,FLW,3,7.76,3,0,1,0,0,0,2,0,0.33,0,0.67,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.81,4.47,0.34,0.17,0.00,-0.80,0.86,0.06,0.07,-0.03,3.26,0.39,0.13
Alex Perez,FLW,1,1.52,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,9.23,6.59,0.66,0.00,0.00,-0.38,2.99,0.37,-0.10,-0.03,5.27,0.66,0.66
Anthony Smith,LHW,3,5.64,2,1,0,0,1,1,1,0,0,0.5,0.5,1,0,1,0,1,6.38,3.60,0.06,0.00,0.12,-3.29,-0.49,-0.18,-0.09,0.09,4.25,0.24,0.18
Hamdy Abdelwahab,HW,1,15,0,1,0,0,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,0,0,10.93,3.87,0.27,0.20,0.07,0.85,-0.23,0.08,0.13,0.04,3.13,0.00,0.00
Drakkar Klose,LW,2,10.28,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.82,6.67,0.63,0.20,0.10,3.41,2.58,0.33,0.08,0.07,2.53,0.54,0.15
Michael Morales,WW,2,2.63,2,0,0,0,2,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,38.29,20.76,0.38,0.00,0.57,27.56,16.45,0.14,-0.09,0.55,13.71,2.29,0.38
Orion Cosce,WW,2,12.18,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,7.76,1.93,0.58,0.21,0.00,-2.97,-2.38,0.33,0.12,-0.02,4.48,0.04,0.00
Blood Diamond,WW,2,9.82,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,6.57,3.26,0.05,0.00,0.00,-4.16,-1.05,-0.19,-0.09,-0.02,2.04,0.66,0.20
Curtis Blaydes,HW,4,6.74,3,1,1,0,2,1,0,0,0.33,0.67,0,0.67,0,1,0,1,11.68,3.49,0.33,0.11,0.04,1.60,-0.61,0.15,0.04,0.01,1.52,0.00,0.00
Tom Aspinall,HW,4,3.16,3,1,0,0,1,1,2,0,0,0.33,0.67,1,0,1,0,1,11.46,6.72,0.24,0.24,0.08,1.38,2.63,0.05,0.16,0.06,2.92,0.16,0.00
Alexander Gustafsson,LHW,1,1.12,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.06,4.48,0.00,0.00,0.00,-1.61,0.38,-0.24,-0.09,-0.02,23.28,0.00,0.00
Mason Jones,LW,4,13.06,1,3,1,2,0,0,0,0,1,0,0,0,0.67,0,0,0,14.57,5.61,0.46,0.21,0.00,4.16,1.52,0.15,0.10,-0.02,4.94,0.29,0.06
Damir Hadzovic,LW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8.87,4.20,0.13,0.07,0.00,-1.55,0.12,-0.17,-0.04,-0.02,3.87,0.43,0.33
Charles Rosa,FW,4,15,1,3,1,3,0,0,0,0,1,0,0,0,1,0,0,0,12.35,3.03,0.23,0.10,0.00,1.28,-1.30,-0.03,0.00,-0.02,4.00,0.38,0.25
Claudio Silva,WW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,6.17,1.07,0.73,0.17,0.00,-4.56,-3.25,0.49,0.08,-0.02,2.73,0.20,0.13
Brian Ortega,FW,2,14.59,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,9.90,3.77,0.34,0.10,0.00,-1.16,-0.56,0.08,0.00,-0.02,8.12,0.00,0.00
Sumudaerji,FLW,2,12.2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,8.98,4.43,0.00,0.00,0.04,-0.63,0.82,-0.28,-0.10,0.01,3.07,0.16,0.08
Shane Burgos,FW,3,13.76,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,15.15,7.63,0.17,0.05,0.00,4.08,3.30,-0.09,-0.05,-0.02,9.09,0.36,0.00
Ricky Simon,BW,4,9.93,4,0,1,0,1,0,2,0,0.25,0.25,0.5,0.75,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.68,2.65,0.78,0.43,0.05,-3.23,-1.63,0.49,0.33,0.02,1.28,0.08,0.00
Herbert Burns,FW,1,6.83,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,3.66,1.46,0.29,0.15,0.00,-7.41,-2.87,0.03,0.05,-0.02,4.10,0.15,0.15
Da-un Jung,LHW,1,3.22,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.12,4.35,0.00,0.00,0.00,2.46,0.26,-0.24,-0.09,-0.02,4.35,0.00,0.00
Dwight Grant,WW,4,13.56,1,3,1,2,0,1,0,0,1,0,0,0,0.67,0.33,0,0.33,9.62,3.21,0.06,0.06,0.02,-1.11,-1.11,-0.19,-0.03,0.00,3.08,0.29,0.13
Douglas Silva de Andrade,FW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,7.20,2.23,0.10,0.07,0.00,-3.87,-2.10,-0.16,-0.03,-0.02,3.00,0.30,0.07
Aiemann Zahabi,BW,2,9.04,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.42,3.48,0.00,0.00,0.06,-4.50,-0.79,-0.29,-0.10,0.03,2.10,0.11,0.00
Garret Armfield,FW,1,13.22,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,6.28,1.59,0.15,0.00,0.00,-4.79,-2.74,-0.11,-0.10,-0.02,2.19,0.45,0.15
Karl Roberson,MW,3,7.55,0,3,0,0,0,2,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.67,0.33,1,3.44,1.41,0.13,0.00,0.00,-6.72,-2.59,-0.15,-0.11,-0.02,2.43,0.44,0.31
Ronnie Lawrence,BW,3,14.21,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,6.66,3.24,0.42,0.35,0.07,-4.25,-1.04,0.13,0.25,0.04,2.02,0.42,0.23
Alexander Volkonovski,FW,3,21.92,3,0,2,0,1,0,0,0,0.67,0.33,0,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,14.94,8.38,0.12,0.06,0.02,3.87,4.05,-0.14,-0.04,0.00,4.00,0.12,0.03
Robbie Lawler,MW,2,12.67,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,14.29,8.37,0.00,0.00,0.00,4.13,4.37,-0.28,-0.11,-0.02,11.72,0.04,0.00
Donald Cerrone,WW,2,5.6,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,6.43,3.39,0.18,0.00,0.00,-4.30,-0.92,-0.06,-0.09,-0.02,5.27,0.27,0.09
Gabe Green,WW,2,12.02,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,14.02,5.74,0.17,0.04,0.00,3.29,1.43,-0.08,-0.04,-0.02,6.53,0.25,0.12
Brad Tavares,MW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,10.16,4.89,0.02,0.00,0.02,-0.01,0.89,-0.26,-0.11,0.01,4.33,0.62,0.07
Uriah Hall,MW,3,13.43,1,2,0,2,1,0,0,0,0,1,0,1,1,0,0,0,7.99,2.81,0.00,0.00,0.00,-2.17,-1.20,-0.28,-0.11,-0.02,5.06,0.40,0.20
Alan Baudot,HW,3,9.85,0,3,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0,0.33,10.12,5.55,0.00,0.00,0.03,0.04,1.46,-0.18,-0.07,0.01,4.53,0.51,0.17
Christos Giagos,LW,3,3.74,1,2,0,0,0,1,1,1,0,0,1,1,0,0.5,0.5,1,7.31,2.23,0.45,0.27,0.00,-3.10,-1.86,0.14,0.16,-0.02,5.17,0.27,0.09
Rodolfo Vieira,MW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.93,5.73,1.33,0.00,0.00,-0.23,1.73,1.05,-0.11,-0.02,7.27,0.00,0.00
Tafon Nchukwi,MW,4,10.5,1,3,1,1,0,2,0,0,1,0,0,0,0.33,0.67,0,0.67,11.74,6.55,0.12,0.10,0.00,1.58,2.55,-0.16,-0.01,-0.02,3.88,0.24,0.07
Raulian Paiva,BW,3,11.57,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,9.68,3.60,0.35,0.09,0.00,-1.23,-0.67,0.06,-0.01,-0.03,5.22,0.63,0.17
JP Buys,FLW,3,8.02,0,3,0,1,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.67,0,0.67,6.11,1.33,0.42,0.04,0.00,-3.50,-2.28,0.13,-0.06,-0.03,3.53,0.29,0.21
Brian Kelleher,FW,5,10.14,3,2,2,1,0,0,1,1,0.67,0,0.33,0.33,0.5,0,0.5,0.5,10.00,1.74,0.22,0.18,0.02,-1.07,-2.60,-0.05,0.08,0.00,2.60,0.34,0.18
Guram Kutateladze,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.67,5.20,0.47,0.07,0.00,2.25,1.12,0.16,-0.04,-0.02,5.27,0.40,0.00
Tony Kelley,BW,2,6.53,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,20.51,7.81,0.00,0.00,0.00,9.60,3.53,-0.29,-0.10,-0.03,5.05,0.08,0.00
Court McGee,WW,3,10.52,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,8.81,2.98,0.51,0.25,0.03,-1.92,-1.34,0.26,0.17,0.01,1.90,0.41,0.06
Jeremiah Wells,WW,3,3.9,3,0,0,0,2,0,1,0,0,0.67,0.33,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.97,3.68,0.68,0.09,0.17,-1.76,-0.64,0.44,0.00,0.15,1.62,0.09,0.00
Ricardo Ramos,FW,3,10.4,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,11.12,4.01,0.42,0.26,0.03,0.06,-0.33,0.15,0.16,0.01,5.00,0.26,0.06
Danny Chavez,FW,3,10.4,0,3,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.33,0,0.33,7.92,2.66,0.19,0.06,0.00,-3.15,-1.67,-0.07,-0.04,-0.02,4.29,0.32,0.06
Eddie Wineland,BW,2,2.86,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.77,3.50,0.18,0.18,0.00,1.86,-0.78,-0.12,0.08,-0.03,12.07,0.00,0.00
Deron Winn,MW,1,9.42,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.11,3.40,0.00,0.00,0.00,1.94,-0.60,-0.28,-0.11,-0.02,12.53,0.32,0.11
Roman Dolidze,MW,2,8.11,2,0,1,0,1,0,0,0,0.5,0.5,0,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.54,1.36,0.56,0.31,0.12,-3.63,-2.65,0.28,0.20,0.11,0.80,0.31,0.18
Jiri Prochazka,LHW,2,17.01,2,0,0,0,1,0,1,0,0,0.5,0.5,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.23,5.79,0.03,0.03,0.03,1.56,1.70,-0.21,-0.06,0.00,5.12,0.53,0.18
Ramazan Emeev,WW,2,8.77,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,10.49,3.42,0.63,0.29,0.00,-0.24,-0.89,0.38,0.20,-0.02,3.54,0.06,0.06
Kyung Ho Kang,BW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.33,6.67,0.13,0.00,0.00,-0.58,2.39,-0.16,-0.10,-0.03,7.27,0.07,0.00
Batgeral Danaa,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,19.07,7.27,0.07,0.00,0.00,8.15,2.99,-0.22,-0.10,-0.03,6.67,0.13,0.00
Movsar Evloev,FW,3,15,3,0,3,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,15.87,4.27,0.69,0.44,0.00,4.80,-0.06,0.43,0.34,-0.02,2.82,0.13,0.02
Michael Trizano,FW,1,10.92,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,6.78,2.84,0.00,0.00,0.09,-4.29,-1.49,-0.26,-0.10,0.07,6.87,0.00,0.00
Lucas Almeida,FW,1,10.92,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,15.66,6.87,0.00,0.00,0.18,4.60,2.54,-0.26,-0.10,0.16,2.84,0.00,0.00
Zarrukh Adashev,FLW,3,10.34,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,9.09,3.64,0.16,0.00,0.00,-0.52,0.04,-0.12,-0.10,-0.03,3.03,0.03,0.00
Askar Mozharov,LHW,1,4.67,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,4.29,0.43,0.00,0.00,0.00,-5.38,-3.66,-0.24,-0.09,-0.02,4.07,0.64,0.43
Alex Da Silva,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,6.40,2.33,0.00,0.00,0.07,-4.01,-1.75,-0.30,-0.11,0.04,2.20,0.27,0.07
Niklas Stolze ,WW,2,3.83,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,4.70,2.35,0.00,0.00,0.00,-6.03,-1.97,-0.24,-0.09,-0.02,2.87,0.78,0.52
Jeff Molina,FLW,3,11.81,3,0,2,0,1,0,0,0,0.67,0.33,0,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,20.74,8.24,0.03,0.00,0.09,11.13,4.64,-0.26,-0.10,0.06,4.88,0.54,0.14
Andreas Michailidis,MW,3,11.77,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,6.32,2.66,0.28,0.09,0.00,-3.85,-1.34,0.00,-0.02,-0.02,3.57,0.28,0.14
Michel Pereira,WW,3,15,3,0,3,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.44,6.87,0.22,0.09,0.00,2.71,2.55,-0.02,0.00,-0.02,5.02,0.13,0.02
Jun Yong Park,MW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,12.47,7.00,0.07,0.00,0.00,2.30,3.00,-0.21,-0.11,-0.02,4.33,1.60,0.20
Uros Medic,LW,3,4.59,2,1,0,0,2,0,0,1,0,1,0,1,0,0,1,1,12.42,7.12,0.00,0.00,0.22,2.01,3.03,-0.30,-0.11,0.20,4.21,0.22,0.07
Felipe Colares,FW,3,14.33,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,9.05,3.26,0.49,0.12,0.00,-2.02,-1.08,0.22,0.02,-0.02,6.37,0.35,0.14
Aleksandar Rakic,LHW,2,13.09,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,8.71,2.41,0.23,0.04,0.00,-0.96,-1.69,-0.01,-0.05,-0.02,3.06,0.04,0.00
Louis Smolka,BW,2,6.43,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,13.77,7.32,0.23,0.00,0.00,2.86,3.04,-0.06,-0.10,-0.03,8.40,0.08,0.00
Frank Camacho,LW,1,3.45,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,11.59,4.64,1.45,0.00,0.00,1.18,0.55,1.14,-0.11,-0.02,9.86,0.29,0.00
Manuel Torres,LW,1,3.45,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,18.55,9.86,0.29,0.00,0.29,8.14,5.77,-0.01,-0.11,0.27,4.64,1.45,0.00
Alan Patrick,LW,2,7.8,0,2,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0,0.5,6.09,2.05,0.58,0.00,0.00,-4.32,-2.03,0.27,-0.11,-0.02,4.87,0.26,0.19
Mauricio Hua,LHW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,6.60,3.60,0.00,0.00,0.00,-3.07,-0.49,-0.24,-0.09,-0.02,4.13,0.07,0.00
Ovince Saint preux,HW,2,11.26,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,6.13,3.15,0.27,0.04,0.00,-3.95,-0.94,0.08,-0.03,-0.02,3.86,0.00,0.00
Khaos Williams,WW,3,10.34,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,21.82,6.93,0.03,0.00,0.06,11.09,2.61,-0.21,-0.09,0.04,6.06,0.19,0.00
Fernie garcia,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,6.93,2.47,0.00,0.00,0.00,-3.98,-1.81,-0.29,-0.10,-0.03,3.80,0.20,0.13
Tristan Connelly,FW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.43,2.83,0.03,0.03,0.00,-1.63,-1.50,-0.23,-0.07,-0.02,3.37,0.50,0.20
Mike Breeden,LW,2,8.17,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,14.45,6.74,0.25,0.18,0.00,4.04,2.65,-0.06,0.07,-0.02,6.86,1.10,0.55
Sergey Khandozhko,WW,1,9.25,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.51,5.30,0.11,0.11,0.22,2.78,0.98,-0.13,0.02,0.19,4.54,0.11,0.11
Ike Villanueva,LHW,4,4.45,1,3,0,0,1,3,0,0,0,1,0,1,0,1,0,1,10.00,3.88,0.11,0.06,0.06,0.33,-0.22,-0.13,-0.03,0.03,6.52,0.06,0.00
Cameron Else,BW,1,2.8,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,4.64,2.14,0.00,0.00,0.00,-6.27,-2.13,-0.29,-0.10,-0.03,13.21,0.36,0.36
Phillipe Lins,LHW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.47,4.27,0.73,0.27,0.00,-0.20,0.17,0.49,0.18,-0.02,4.93,0.07,0.00
Dean Barry,WW,1,3.87,0,1,0,0,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,0,0,24.05,9.31,0.26,0.26,0.26,13.32,5.00,0.02,0.17,0.24,4.66,0.26,0.00
Miguel Baeza,WW,3,6.89,0,3,0,1,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.33,0.67,0,0.67,17.60,7.69,0.10,0.00,0.00,6.87,3.37,-0.15,-0.09,-0.02,9.77,0.15,0.00
TJ Laramie,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,2.60,1.00,0.27,0.07,0.00,-8.47,-3.33,0.00,-0.03,-0.02,2.40,0.67,0.40
Brandon Jenkins,LW,2,10.07,0,2,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,9.24,2.93,0.00,0.00,0.00,-1.17,-1.15,-0.30,-0.11,-0.02,8.05,0.55,0.40
Kevin Croom,FW,3,10.26,0,3,0,2,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0.33,0,0.33,9.26,2.53,0.55,0.03,0.00,-1.81,-1.80,0.29,-0.07,-0.02,3.09,0.29,0.23
Chan Sung Jung,FW,2,20.38,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,9.23,3.44,0.12,0.07,0.00,-1.84,-0.90,-0.14,-0.03,-0.02,5.35,0.29,0.10
