Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference
Augusto Sakai,HW,4,8.53,1,3,1,0,0,3,0,0,1,0,0,0,0,1,0,1,7.767,2.491,0.088,0.029,0,-2.3129,-1.6022,-0.0943,-0.0459,-0.0228
Don'Tale Mayes,HW,3,14.48,1,2,0,1,1,0,0,0,0,1,0,1,0.5,0,0,0,9.002,2.325,0.207,0.138,0,-1.0779,-1.7682,0.0247,0.0631,-0.0228
Mike Malott,WW,2,3.97,2,0,0,0,1,0,1,0,0,0.5,0.5,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.202,4.664,0.126,0.126,0.126,-1.5278,0.3502,-0.1166,0.0395,0.1034
Yohann Lainesse,WW,3,9.43,1,2,1,0,0,1,0,1,1,0,0,0,0,0.5,0.5,1,5.374,2.298,0.247,0.071,0.035,-5.3558,-2.0158,0.0044,-0.0155,0.0124
Erick Gonzalez,LW,2,3.63,0,2,0,0,0,1,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.5,0.5,1,7.294,2.202,0.963,0.55,0,-3.1185,-1.8822,0.6588,0.4385,-0.0222
Trevor Peek,LW,1,4.98,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,17.258,10.234,0.201,0,0.401,6.8455,6.1498,-0.1032,-0.1115,0.3788
Jordan Leavitt,LW,5,9.46,3,2,1,1,1,0,1,1,0.33,0.33,0.33,0.67,0.5,0,0.5,0.5,10.698,2.791,0.571,0.127,0.021,0.2855,-1.2932,0.2668,0.0155,-0.0012
Victor Martinez,LW,1,2.45,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,12.653,2.857,0,0,0,2.2405,-1.2272,-0.3042,-0.1115,-0.0222
Ode Osbourne,FW,6,6.53,4,2,2,0,2,2,0,0,0.5,0.5,0,0.5,0,1,0,1,11.872,4.391,0.434,0.102,0.051,0.8051,0.0592,0.1703,0.002,0.0319
Charles Johnson,FLW,4,12.39,2,2,1,2,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,10.999,4.46,0.141,0.02,0,1.3902,0.8544,-0.1433,-0.084,-0.0297
Joe Solecki ,LW,4,13.73,3,1,2,1,0,0,1,0,0.67,0,0.33,0.33,1,0,0,0,8.358,1.675,0.328,0.146,0,-2.0545,-2.4092,0.0238,0.0345,-0.0222
Carl Deaton,LW,1,9.92,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,2.924,0.101,0,0,0,-7.4885,-3.9832,-0.3042,-0.1115,-0.0222
Rafael Alves,LW,4,10.83,2,2,1,1,0,1,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,4.527,1.824,0.092,0.023,0.023,-5.8855,-2.2602,-0.2122,-0.0885,0.0008
Nurullo Aliev,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.333,1.267,0.267,0.2,0,-1.0795,-2.8172,-0.0372,0.0885,-0.0222
Jordan Wright ,MW,2,8.8,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,15.795,2.33,0.284,0.114,0,5.6321,-1.6727,0.0044,0.0073,-0.0155
Zach Pauga ,LHW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.6,3.933,0.4,0,0,-2.0685,-0.1606,0.1565,-0.0851,-0.0242
Josh Parisian,HW,4,12.88,2,2,1,1,1,1,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,9.942,3.262,0.291,0.097,0,-0.1379,-0.8312,0.1087,0.0221,-0.0228
Jamal Pogues,HW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,5.267,2.2,0.733,0.333,0,-4.8129,-1.8932,0.5507,0.2581,-0.0228
William Knight,LHW,6,12.89,2,4,1,3,1,1,0,0,0.5,0.5,0,0.5,0.75,0.25,0,0.25,4.967,1.759,0.259,0.065,0.026,-4.7015,-2.3346,0.0155,-0.0201,0.0018
Marcin Prachnio,LHW,4,12.73,3,1,2,1,1,0,0,0,0.67,0.33,0,0.33,1,0,0,0,12.094,6.165,0.059,0,0.02,2.4255,2.0714,-0.1845,-0.0851,-0.0042
Jim Miller,LW,4,10.88,2,2,0,2,1,0,1,0,0,0.5,0.5,1,1,0,0,0,9.264,3.448,0.046,0.023,0.023,-1.1485,-0.6362,-0.2582,-0.0885,0.0008
Alexander Hernandez,LW,5,9.44,3,2,1,1,1,1,1,0,0.33,0.33,0.33,0.67,0.5,0.5,0,0.5,14.063,5.57,0.212,0.042,0.021,3.6505,1.4858,-0.0922,-0.0695,-0.0012
Nazim Sadykhov,LW,1,10.63,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.26,6.019,0.094,0.094,0,2.8475,1.9348,-0.2102,-0.0175,-0.0222
Evan Elder,WW,2,12.82,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,8.778,3.784,0.312,0.039,0.039,-1.9518,-0.5298,0.0694,-0.0475,0.0164
Jamall Emmers,FW,2,8.44,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,11.076,4.265,0.178,0.059,0,0.0091,-0.0668,-0.0857,-0.041,-0.0191
Khusein Askhabov ,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,8.467,2,0.4,0,0,-2.5999,-2.3318,0.1363,-0.1,-0.0191
Ovince St. Preux,LHW,1,0.82,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,3.673,1.224,0,0,0,-5.9955,-2.8696,-0.2435,-0.0851,-0.0242
Philipe Lins,LHW,1,0.82,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,53.878,22.041,0,0,1.224,44.2095,17.9474,-0.2435,-0.0851,1.1998
AJ Fletcher,WW,3,12.21,1,2,0,2,0,0,1,0,0,0,1,1,1,0,0,0,9.832,3.496,0.273,0.109,0,-0.8978,-0.8178,0.0304,0.0225,-0.0226
Themba Gorimbo,WW,1,6.62,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,3.929,0.907,0.302,0.302,0,-6.8008,-3.4068,0.0594,0.2155,-0.0226
Clayton Carpenter ,FLW,1,3.22,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,1.554,0.933,0,0,0,-8.0548,-2.6726,-0.2843,-0.104,-0.0297
Juancamilo Ronderos ,FLW,2,2.76,0,2,0,0,0,0,0,2,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,16.133,2.175,0.544,0.181,0,6.5242,-1.4306,0.2597,0.077,-0.0297
Islam Makhachev,LW,6,9.72,6,0,1,0,1,0,4,0,0.17,0.17,0.67,0.83,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.272,3.069,0.429,0.24,0.017,-0.1405,-1.0152,0.1248,0.1285,-0.0052
Alexander Volkanovski,HW,2,25,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.92,3.7,0.08,0,0.02,-0.1599,-0.3932,-0.1023,-0.0749,-0.0028
Yair Rodriguez,FW,3,12.83,2,1,0,1,1,0,1,0,0,0.5,0.5,1,1,0,0,0,15.636,6.338,0.13,0.026,0,4.5691,2.0062,-0.1337,-0.074,-0.0191
Josh Emmet,FW,3,16.44,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,11.578,3.832,0.162,0.02,0.02,0.5111,-0.4998,-0.1017,-0.08,0.0009
Jack Maddalena,WW,4,2.78,4,0,0,0,3,0,1,0,0,0.75,0.25,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,19.76,9.701,0,0,0.449,9.0302,5.3872,-0.2426,-0.0865,0.4264
Randy Brown,WW,5,10.01,4,1,3,0,0,0,1,1,0.75,0,0.25,0.25,0,0,1,1,13.007,5.894,0.12,0,0.04,2.2772,1.5802,-0.1226,-0.0865,0.0174
Justin Tafa,HW,4,8.25,2,2,0,2,2,0,0,0,0,1,0,1,1,0,0,0,10.43,5.245,0.061,0,0.061,0.3501,1.1518,-0.1213,-0.0749,0.0382
Parker Porter,HW,4,8.92,2,2,2,0,0,1,0,1,1,0,0,0,0,0.5,0.5,1,12.891,5.577,0.448,0.084,0,2.8111,1.4838,0.2657,0.0091,-0.0228
Jimmy Crute,LHW,3,6.93,0,3,0,0,0,2,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.67,0,0.67,8.269,2.644,0.769,0.433,0,-1.3995,-1.4496,0.5255,0.3479,-0.0242
Alonzo Menifield,LHW,6,8.72,4,2,1,1,2,0,1,0,0.25,0.5,0.25,0.75,0.5,0,0,0,8.525,4.263,0.134,0.076,0.057,-1.1435,0.1694,-0.1095,-0.0091,0.0328
Tyson Pedro,LHW,3,7,2,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,6.19,3.476,0.143,0.095,0.095,-3.4785,-0.6176,-0.1005,0.0099,0.0708
Modestas Bukauskas,LHW,3,12.5,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,9.12,3.333,0.027,0,0,-0.5485,-0.7606,-0.2165,-0.0851,-0.0242
Josh Culibao,FW,3,12.34,3,0,2,0,0,0,1,0,0.67,0,0.33,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.56,3.24,0.027,0,0.054,-2.5069,-1.0918,-0.2367,-0.1,0.0349
Melsik Baghdasaryan,FW,3,9.62,2,1,1,0,1,0,0,1,0.5,0.5,0,0.5,0,0,1,1,8.73,5.023,0,0,0.035,-2.3369,0.6912,-0.2637,-0.1,0.0159
Shannon Ross,FLW,1,0.98,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,4.068,1.017,0,0,0,-5.5408,-2.5886,-0.2843,-0.104,-0.0297
Kleydson Rodrigues,FLW,2,7.99,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,11.262,5.944,0.438,0.125,0.063,1.6532,2.3384,0.1537,0.021,0.0333
Jamie Mullarkey,LW,5,8.88,4,1,2,0,2,1,0,0,0.5,0.5,0,0.5,0,1,0,1,12.144,5.655,0.248,0.113,0.045,1.7315,1.5708,-0.0562,0.0015,0.0228
Francisco Prado,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,5.2,1.867,0.133,0,0,-5.2125,-2.2172,-0.1712,-0.1115,-0.0222
Jack Jenkins,FW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10,5.467,0.333,0.267,0,-1.0669,1.1352,0.0693,0.167,-0.0191
Don Shainis,FW,2,7.75,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,12.645,3.419,0.258,0.065,0,1.5781,-0.9128,-0.0057,-0.035,-0.0191
Shane Young,FW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.567,4.2,0.267,0.033,0,-0.4999,-0.1318,0.0033,-0.067,-0.0191
Blake Bilder,FW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.733,7.4,0.467,0.067,0,2.6661,3.0682,0.2033,-0.033,-0.0191
Zubair Tukhugov,FW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,11.9,4.9,0.367,0.067,0,0.8331,0.5682,0.1033,-0.033,-0.0191
Elves Brener,LW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.333,4.6,0.2,0,0,0.9205,0.5158,-0.1042,-0.1115,-0.0222
Derrick Lewis,HW,6,5.81,2,4,0,0,2,3,0,1,0,1,0,1,0,0.75,0.25,1,4.128,1.949,0.172,0.057,0.057,-5.9519,-2.1442,-0.0103,-0.0179,0.0342
Serghei Spivac,HW,6,6.85,5,1,1,0,3,1,1,0,0.2,0.6,0.2,0.8,0,1,0,1,12.901,4.406,0.609,0.438,0,2.8211,0.3128,0.4267,0.3631,-0.0228
Da Woon Jung,LHW,3,11.02,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,6.835,1.875,0.423,0.272,0.03,-2.8335,-2.2186,0.1795,0.1869,0.0058
Devin Clark ,LHW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8.867,2.067,0.567,0.133,0,-0.8015,-2.0266,0.3235,0.0479,-0.0242
Marcin Tybura,HW,4,12.28,3,1,2,1,1,0,0,0,0.67,0.33,0,0.33,1,0,0,0,10.102,3.035,0.387,0.041,0,0.0221,-1.0582,0.2047,-0.0339,-0.0228
Blagoy Ivanov,HW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8.5,3.2,0.133,0,0,-1.5799,-0.8932,-0.0493,-0.0749,-0.0228
Dooho Choi,FW,1,15,0,1,0,0,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,0,0,7.6,3.333,0,0,0,-3.4669,-0.9988,-0.2637,-0.1,-0.0191
Kyle Nelson,LW,2,15,0,2,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0,0,5.233,2.033,0.467,0.167,0,-5.1795,-2.0512,0.1628,0.0555,-0.0222
Yusaku Kinoshita ,WW,1,4.6,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,5.435,2.174,0.217,0,0,-5.2948,-2.1398,-0.0256,-0.0865,-0.0226
Adam Fuggit,WW,2,2.88,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,30.261,14.783,2.609,0.87,0,19.5312,10.4692,2.3664,0.7835,-0.0226
Jeka Saragih,LW,1,8.73,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,4.58,1.603,0,0,0,-5.8325,-2.4812,-0.3042,-0.1115,-0.0222
Anshul Jubli,LW,1,8.73,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.336,4.351,0.573,0.229,0,0.9235,0.2668,0.2688,0.1175,-0.0222
JeongYeong Lee,FW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7,1.667,0,0,0,-4.0669,-2.6648,-0.2637,-0.1,-0.0191
Zha Yi,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,4.933,1.6,1.4,0.333,0,-6.1339,-2.7318,1.1363,0.233,-0.0191
Toshiomi Kazama,BW,1,0.55,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,18.182,7.273,0,0,0,7.269,2.999,-0.2908,-0.0984,-0.0264
Rinya Nakamura,BW,1,0.55,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,45.455,20,0,0,3.636,34.542,15.726,-0.2908,-0.0984,3.6096
SeungGuk Choi,FLW,1,13.18,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,6.296,1.517,0.152,0,0.076,-3.3128,-2.0886,-0.1323,-0.104,0.0463
HyunSung Park,FLW,1,13.18,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.482,2.882,0.228,0.076,0,-0.1268,-0.7236,-0.0563,-0.028,-0.0297
Junyong Park,MW,3,9.1,2,1,1,0,0,1,1,0,0.5,0,0.5,0.5,0,1,0,1,11.685,5.568,0.293,0.11,0,1.5221,1.5653,0.0134,0.0033,-0.0155
Denis Tiuliulin,MW,3,6.97,1,2,0,0,1,0,0,2,0,1,0,1,0,0,1,1,14.056,5.355,0.096,0,0.096,3.8931,1.3523,-0.1836,-0.1067,0.0805
Tatsuro Taira,FLW,3,9.55,3,0,1,0,0,0,2,0,0.33,0,0.67,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.387,2.792,0.489,0.175,0.035,-3.2218,-0.8136,0.2047,0.071,0.0053
Jesus Aguilar,FLW,1,4.33,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,0.462,0.462,0,0,0,-9.1468,-3.1436,-0.2843,-0.104,-0.0297
Glover Teixeira,LHW,3,19.19,1,2,0,1,0,0,1,1,0,0,1,1,0.5,0,0.5,0.5,8.703,3.631,0.695,0.156,0,-0.9655,-0.4626,0.4515,0.0709,-0.0242
Jamahal Hill,LHW,5,9.64,4,1,1,0,3,0,0,1,0.25,0.75,0,0.75,0,0,1,1,13.543,6.886,0,0,0.041,3.8745,2.7924,-0.2435,-0.0851,0.0168
Deiveson Figueiredo,FLW,3,17.48,1,2,1,0,0,1,0,1,1,0,0,0,0,0.5,0.5,1,5.168,2.46,0.267,0.076,0.057,-4.4408,-1.1456,-0.0173,-0.028,0.0273
Brandon Moreno,FLW,4,16.75,3,1,0,1,2,0,1,0,0,0.67,0.33,1,1,0,0,0,9.448,3.851,0.194,0.09,0.03,-0.1608,0.2454,-0.0903,-0.014,0.0003
Neil Magny,WW,6,13.79,3,3,2,1,0,0,1,2,0.67,0,0.33,0.33,0.33,0,0.67,0.67,8.808,2.332,0.35,0.109,0,-1.9218,-1.9818,0.1074,0.0225,-0.0226
Paul Craig,LHW,4,5.8,2,2,0,1,0,1,2,0,0,0,1,1,0.5,0.5,0,0.5,8.75,2.629,0.733,0.043,0,-0.9185,-1.4646,0.4895,-0.0421,-0.0242
Johnny Walker,LHW,4,8.45,2,2,0,1,1,1,1,0,0,0.5,0.5,1,0.5,0.5,0,0.5,5.828,2.337,0.03,0.03,0.03,-3.8405,-1.7566,-0.2135,-0.0551,0.0058
Mauricia Hua,LHW,1,4.08,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,8.571,4.163,0,0,0,-1.0975,0.0694,-0.2435,-0.0851,-0.0242
Ihor Potieria,LHW,2,6.32,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,10.449,4.67,0.158,0,0.079,0.7805,0.5764,-0.0855,-0.0851,0.0548
Gregory Rodrigues,MW,6,8.7,4,2,1,1,3,1,0,0,0.25,0.75,0,0.75,0.5,0.5,0,0.5,11.517,6.094,0.287,0.153,0.077,1.3541,2.0913,0.0074,0.0463,0.0615
Brunno Ferreira ,MW,1,4.22,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.909,5.217,0.474,0,0.237,0.7461,1.2143,0.1944,-0.1067,0.2215
Thiago Moises,LW,5,7.56,3,2,1,0,0,1,2,1,0.33,0,0.67,0.67,0,0.5,0.5,1,8.594,2.697,0.317,0.159,0,-1.8185,-1.3872,0.0128,0.0475,-0.0222
Melquizael Costa,LW,1,9.08,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,7.817,2.532,0,0,0,-2.5955,-1.5522,-0.3042,-0.1115,-0.0222
Gabriel Bonfim,WW,1,0.82,1,0,0,0,0,0,1,0,0,0,1,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,26.939,11.02,0,0,0,16.2092,6.7062,-0.2426,-0.0865,-0.0226
Mounir Lazzez,WW,3,6.13,1,2,1,0,0,1,0,1,1,0,0,0,0,0.5,0.5,1,14.946,8.261,0.163,0,0,4.2162,3.9472,-0.0796,-0.0865,-0.0226
Shamil Abdurakhimov,HW,3,6.12,0,3,0,0,0,3,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,5.445,2.232,0.054,0,0,-4.6349,-1.8612,-0.1283,-0.0749,-0.0228
Jailton Almeida,LHW,4,4.98,4,0,0,0,2,0,2,0,0,0.5,0.5,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.004,5.523,0.603,0.452,0,3.3355,1.4294,0.3595,0.3669,-0.0242
Luan Lacerda,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,12.467,5.333,0.267,0.067,0,1.554,1.059,-0.0238,-0.0314,-0.0264
Cody Stamann,BW,4,7.94,2,2,1,1,1,0,0,1,0.5,0.5,0,0.5,0.5,0,0.5,0.5,12.749,5.635,0.252,0.031,0.031,1.836,1.361,-0.0388,-0.0674,0.0046
Ismael Bonfim ,LW,1,7.28,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,7.277,4.668,0.549,0.137,0.137,-3.1355,0.5838,0.2448,0.0255,0.1148
Terrance McKinney,LW,5,3.03,3,2,0,0,1,2,2,0,0,0.33,0.67,1,0,1,0,1,12.805,4.95,0.396,0.198,0.132,2.3925,0.8658,0.0918,0.0865,0.1098
Warlley Alves,WW,3,7.69,1,2,0,1,1,1,0,0,0,1,0,1,0.5,0.5,0,0.5,8.664,4.245,0.217,0.087,0.043,-2.0658,-0.0688,-0.0256,0.0005,0.0204
Nicholas Dalby,WW,3,15,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,12.4,4.844,0.133,0.022,0,1.6702,0.5302,-0.1096,-0.0645,-0.0226
Saimon Oliveira ,BW,1,7.3,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,10,3.151,0.685,0,0,-0.913,-1.123,0.3942,-0.0984,-0.0264
Daniel Marcos,BW,1,7.3,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.507,7.26,0.137,0,0.137,0.594,2.986,-0.1538,-0.0984,0.1106
Sean Strickland ,MW,3,14.2,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,14.812,6.596,0.023,0.023,0,4.6491,2.5933,-0.2566,-0.0837,-0.0155
Nassourdine Imavov,MW,5,14.6,3,2,1,2,2,0,0,0,0.33,0.67,0,0.67,1,0,0,0,10.039,4.273,0.137,0.041,0,-0.1239,0.2703,-0.1426,-0.0657,-0.0155
Dan Ige,FW,5,12.92,2,3,0,3,2,0,0,0,0,1,0,1,1,0,0,0,9.399,3.515,0.139,0.031,0.031,-1.6679,-0.8168,-0.1247,-0.069,0.0119
Damon Jackson,FW,5,10.01,4,1,2,0,1,1,1,0,0.5,0.25,0.25,0.5,0,1,0,1,8.049,3.036,0.419,0.22,0,-3.0179,-1.2958,0.1553,0.12,-0.0191
Punahele Soriano,MW,5,9.72,2,3,0,2,2,1,0,0,0,1,0,1,0.67,0.33,0,0.33,9.365,4.055,0.103,0,0.062,-0.7979,0.0523,-0.1766,-0.1067,0.0465
Roman Kopylov,MW,3,11.49,2,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,10.677,5.309,0.087,0.058,0.058,0.5141,1.3063,-0.1926,-0.0487,0.0425
Umar Nurmagomedov,BW,4,7.89,3,1,1,0,1,0,1,1,0.33,0.33,0.33,0.67,0,0,1,1,9.155,4.847,0.634,0.285,0.032,-1.758,0.573,0.3432,0.1866,0.0056
Raoni Barcelos,BW,4,12.42,1,3,1,2,0,1,0,0,1,0,0,0,0.67,0.33,0,0.33,12.423,5.819,0.262,0.06,0.06,1.51,1.545,-0.0288,-0.0384,0.0336
Javid Basharat,BW,3,15,3,0,3,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.222,5.867,0.2,0.111,0,0.309,1.593,-0.0908,0.0126,-0.0264
Mateus Mendonca,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,4.667,1.933,0.733,0.133,0,-6.246,-2.341,0.4422,0.0346,-0.0264
Claudio Ribeiro,MW,1,5.47,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,9.878,3.476,0,0,0,-0.2849,-0.5267,-0.2796,-0.1067,-0.0155
Abdul Razak Alhassan,MW,4,8.94,2,2,0,2,2,0,0,0,0,1,0,1,1,0,0,0,5.706,2.378,0.168,0.084,0.056,-4.4569,-1.6247,-0.1116,-0.0227,0.0405
Mateusz Rebecki,LW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,15.2,5.933,0.267,0.2,0,4.7875,1.8488,-0.0372,0.0885,-0.0222
Nick Fiore,LW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,7.533,2.267,0.2,0.067,0,-2.8795,-1.8172,-0.1042,-0.0445,-0.0222
Allan Nascimento,FLW,3,11.09,2,1,1,1,0,0,1,0,0.5,0,0.5,0.5,1,0,0,0,5.08,1.503,0.271,0.12,0,-4.5288,-2.1026,-0.0133,0.016,-0.0297
Carlos Hernandez,FLW,2,9.13,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,10.128,4.763,0.493,0.109,0,0.5192,1.1574,0.2087,0.005,-0.0297
Dan Argueta,FW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9.5,2.467,0.3,0.167,0,-1.5669,-1.8648,0.0363,0.067,-0.0191
Nick Aguirre,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,3.133,0.933,0,0,0,-7.9339,-3.3988,-0.2637,-0.1,-0.0191
Jimmy Flick,FLW,1,4.55,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,2.857,1.538,0.659,0.22,0,-6.7518,-2.0676,0.3747,0.116,-0.0297
Jared Cannonier,MW,4,21.12,3,1,2,1,1,0,0,0,0.67,0.33,0,0.33,1,0,0,0,9.955,4.344,0.059,0.012,0.012,-0.2079,0.3413,-0.2206,-0.0947,-0.0035
Sean Strickland,MW,3,25,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,16.267,6.547,0.093,0.067,0,6.1041,2.5443,-0.1866,-0.0397,-0.0155
Arman tsarukyan,LW,5,12.82,4,1,2,1,2,0,0,0,0.5,0.5,0,0.5,1,0,0,0,11.045,3.697,0.686,0.312,0.031,0.6325,-0.3872,0.3818,0.2005,0.0088
